rank,rider,team,b,p,year,distance_km,number_of_stages,time_sec,time_gap_to_winner_sec,result_type
52,Koos Moerenhout,Rabobank,,,2010,3642,21,337173,6006,time
53,Rafael Valls,Footon-Servetto,,,2010,3642,21,337275,6108,time
54,Paolo Tiralongo,Astana,,,2010,3642,21,337429,6262,time
55,Maxime Monfort,Team HTC - Columbia,,,2010,3642,21,337429,6262,time
56,Grischa Niermann,Rabobank,,,2010,3642,21,337520,6353,time
57,Pierrick Fedrigo,Bbox Bouygues Telecom,,,2010,3642,21,337525,6358,time
58,Pierre Rolland,Bbox Bouygues Telecom,,,2010,3642,21,337530,6363,time
59,George Hincapie,BMC Racing Team,,,2010,3642,21,337538,6371,time
60,Vasili Kiryienka,Caisse d'Epargne,,,2010,3642,21,337602,6435,time
61,Sylvester Szmyd,Liquigas - Doimo,,,2010,3642,21,337610,6443,time
62,Ivan Velasco,Euskaltel - Euskadi,,,2010,3642,21,337725,6558,time
63,Jurgen Van De Walle,Quick Step,,,2010,3642,21,337821,6654,time
64,Mathieu Perget,Caisse d'Epargne,,,2010,3642,21,337947,6780,time
65,Alexandr Kolobnev,Katusha Team,,,2010,3642,21,338041,6874,time
66,Jérôme Pineau,Quick Step,,,2010,3642,21,338206,7039,time
67,Geraint Thomas,Sky Pro Cycling,,,2010,3642,21,338333,7166,time
68,José Rojas,Caisse d'Epargne,,,2010,3642,21,338446,7279,time
69,Chris Anker Sorensen,Team Saxo Bank,,,2010,3642,21,338614,7447,time
70,Amael Moinard,Cofidis Le Credit En Ligne,,,2010,3642,21,338638,7471,time
71,Damien Monier,Cofidis Le Credit En Ligne,,,2010,3642,21,338901,7734,time
72,Francis De Greef,Omega Pharma - Lotto,,,2010,3642,21,339070,7903,time
73,Rui Costa,Caisse d'Epargne,,,2010,3642,21,339076,7909,time
74,Thomas Rohregger,Team Milram,,,2010,3642,21,339105,7938,time
75,Martin Elmiger,AG2R La Mondiale,,,2010,3642,21,339261,8094,time
76,Thomas Voeckler,Bbox Bouygues Telecom,,,2010,3642,21,339295,8128,time
77,Imanol Erviti,Caisse d'Epargne,,,2010,3642,21,339483,8316,time
78,Rémy Di Gregorio,FDJ,,,2010,3642,21,339622,8455,time
79,Eduard Vorganov,Katusha Team,,,2010,3642,21,339967,8800,time
80,Sebastian Lang,Omega Pharma - Lotto,,,2010,3642,21,340106,8939,time
81,Arkaitz Duran Aroca,Footon-Servetto,,,2010,3642,21,340117,8950,time
82,Aitor Perez Arrieta,Footon-Servetto,,,2010,3642,21,340265,9098,time
83,Eros Capecchi,Footon-Servetto,,,2010,3642,21,340406,9239,time
84,Linus Gerdemann,Team Milram,,,2010,3642,21,340503,9336,time
85,Yaroslav Popovych,Team Radioshack,,,2010,3642,21,340604,9437,time
86,Aliaksandr Kuschynski,Liquigas - Doimo,,,2010,3642,21,340708,9541,time
87,Alessandro Ballan,BMC Racing Team,,,2010,3642,21,340886,9719,time
88,Nicolas Vogondy,Bbox Bouygues Telecom,,,2010,3642,21,340890,9723,time
89,Juan Antonio Flecha Giannoni,Sky Pro Cycling,,,2010,3642,21,340948,9781,time
90,Johannes Fröhlinger,Team Milram,,,2010,3642,21,341291,10124,time
91,Christian Knees,Team Milram,,,2010,3642,21,341546,10379,time
92,Sébastien Minard,Cofidis Le Credit En Ligne,,,2010,3642,21,341598,10431,time
93,Matthieu Ladagnous,FDJ,,,2010,3642,21,341664,10497,time
94,Kristijan Koren,Liquigas - Doimo,,,2010,3642,21,341759,10592,time
95,Ruben Perez Moreno,Euskaltel - Euskadi,,,2010,3642,21,341765,10598,time
96,Benoît Vaugrenard,FDJ,,,2010,3642,21,341813,10646,time
97,Christophe Kern,Cofidis Le Credit En Ligne,,,2010,3642,21,341842,10675,time
98,Rinaldo Nocentini,AG2R La Mondiale,,,2010,3642,21,341997,10830,time
99,Michaël Barry,Sky Pro Cycling,,,2010,3642,21,342022,10855,time
100,Matthieu Sprick,Bbox Bouygues Telecom,,,2010,3642,21,342028,10861,time
101,David Zabriskie,Garmin - Transitions,,,2010,3642,21,342036,10869,time
102,Pavel Brutt,Katusha Team,,,2010,3642,21,342120,10953,time
103,Luke Roberts,Team Milram,,,2010,3642,21,342175,11008,time
104,Benjamin Noval Gonzalez,Astana,,,2010,3642,21,342250,11083,time
105,Francesco Gavazzi,Lampre - Farnese,,,2010,3642,21,342332,11165,time
106,Maxime Bouet,AG2R La Mondiale,,,2010,3642,21,342388,11221,time
107,Serge Pauwels,Sky Pro Cycling,,,2010,3642,21,342456,11289,time
108,Alexandr Pliuschin,Katusha Team,,,2010,3642,21,342473,11306,time
109,Serguei Ivanov,Katusha Team,,,2010,3642,21,342478,11311,time
110,David De La Fuente,Astana,,,2010,3642,21,342592,11425,time
111,Thor Hushovd,Cervelo Test Team,,,2010,3642,21,342705,11538,time
112,Yukiya Arashiro,Bbox Bouygues Telecom,,,2010,3642,21,342728,11561,time
113,Sébastien Turgot,Bbox Bouygues Telecom,,,2010,3642,21,342773,11606,time
114,Gregory Rast,Team Radioshack,,,2010,3642,21,342779,11612,time
115,Inaki Isasi,Euskaltel - Euskadi,,,2010,3642,21,342798,11631,time
116,Edvald Boasson Hagen,Sky Pro Cycling,,,2010,3642,21,342825,11658,time
117,Maarten Wynants,Quick Step,,,2010,3642,21,342847,11680,time
118,Lloyd Mondory,AG2R La Mondiale,,,2010,3642,21,342908,11741,time
119,Fabian Wegmann,Team Milram,,,2010,3642,21,343001,11834,time
120,Jurgen Roelandts,Omega Pharma - Lotto,,,2010,3642,21,343035,11868,time
121,Fabian Cancellara,Team Saxo Bank,,,2010,3642,21,343111,11944,time
122,Francesco Bellotti,Liquigas - Doimo,,,2010,3642,21,343154,11987,time
123,Mauro Da Dalto,Lampre - Farnese,,,2010,3642,21,343237,12070,time
124,Daniel Oss,Liquigas - Doimo,,,2010,3642,21,343267,12100,time
125,Grega Bole,Lampre - Farnese,,,2010,3642,21,343315,12148,time
126,Jens Voigt,Team Saxo Bank,,,2010,3642,21,343339,12172,time
127,Ignatas Konovalovas,Cervelo Test Team,,,2010,3642,21,343344,12177,time
128,Brian Vandborg,Liquigas - Doimo,,,2010,3642,21,343385,12218,time
129,Alan Perez Lezaun,Euskaltel - Euskadi,,,2010,3642,21,343418,12251,time
130,Lars Boom,Rabobank,,,2010,3642,21,343506,12339,time
131,Maxim Iglinskiy,Astana,,,2010,3642,21,343516,12349,time
132,Maarten Tjallingii,Rabobank,,,2010,3642,21,343578,12411,time
133,Gerald Ciolek,Team Milram,,,2010,3642,21,343584,12417,time
134,Kevin Seeldrayers,Quick Step,,,2010,3642,21,343669,12502,time
135,Danilo Hondo,Lampre - Farnese,,,2010,3642,21,343680,12513,time
136,Andrey Grivko,Astana,,,2010,3642,21,343734,12567,time
137,Tony Martin,Team HTC - Columbia,,,2010,3642,21,343798,12631,time
138,Karsten Kroon,BMC Racing Team,,,2010,3642,21,343826,12659,time
139,Martijn Maaskant,Garmin - Transitions,,,2010,3642,21,343844,12677,time
140,Jesus Alberto Hernandez Blazquez,Astana,,,2010,3642,21,343850,12683,time
141,Oscar Freire,Rabobank,,,2010,3642,21,343953,12786,time
142,Matti Breschel,Team Saxo Bank,,,2010,3642,21,344059,12892,time
143,Jérémy Roy,FDJ,,,2010,3642,21,344205,13038,time
144,Dries Devenyns,Quick Step,,,2010,3642,21,344244,13077,time
145,José-Alberto Benitez,Footon-Servetto,,,2010,3642,21,344280,13113,time
146,Anthony Geslin,FDJ,,,2010,3642,21,344305,13138,time
147,Brent Bookwalter,BMC Racing Team,,,2010,3642,21,344425,13258,time
148,Dmitriy Muravyev,Team Radioshack,,,2010,3642,21,344435,13268,time
149,Stuart O'grady,Team Saxo Bank,,,2010,3642,21,344487,13320,time
150,Alessandro Petacchi,Lampre - Farnese,,,2010,3642,21,344606,13439,time
151,Stephen Cummings,Sky Pro Cycling,,,2010,3642,21,344675,13508,time
152,Wesley Sulzberger,FDJ,,,2010,3642,21,344747,13580,time
153,Stéphane Auge,Cofidis Le Credit En Ligne,,,2010,3642,21,344918,13751,time
154,Mark Cavendish,Team HTC - Columbia,,,2010,3642,21,345011,13844,time
155,Nicki Sorensen,Team Saxo Bank,,,2010,3642,21,345180,14013,time
156,Bernhard Eisel,Team HTC - Columbia,,,2010,3642,21,345184,14017,time
157,Julian Dean,Garmin - Transitions,,,2010,3642,21,345301,14134,time
158,David Millar,Garmin - Transitions,,,2010,3642,21,345334,14167,time
159,Brett Daniel Lancaster,Cervelo Test Team,,,2010,3642,21,345348,14181,time
160,Dimitri Champion,AG2R La Mondiale,,,2010,3642,21,345513,14346,time
161,Marcus Burghardt,BMC Racing Team,,,2010,3642,21,345575,14408,time
162,Manuel Quinziato,Liquigas - Doimo,,,2010,3642,21,345590,14423,time
163,Jérémy Hunt,Cervelo Test Team,,,2010,3642,21,345669,14502,time
164,Daniel Lloyd,Cervelo Test Team,,,2010,3642,21,345707,14540,time
165,Robbie Mc Ewen,Katusha Team,,,2010,3642,21,346036,14869,time
166,Mirco Lorenzetto,Lampre - Farnese,,,2010,3642,21,346080,14913,time
167,Anthony Roux,FDJ,,,2010,3642,21,346345,15178,time
168,Andreas Klier,Cervelo Test Team,,,2010,3642,21,346564,15397,time
169,Bert Grabsch,Team HTC - Columbia,,,2010,3642,21,346909,15742,time
170,Adriano Malori,Lampre - Farnese,,,2010,3642,21,347151,15984,time
1,Cadel Evans,BMC Racing Team,,,2011,3630,21,310342,0,time
2,Andy Schleck,Team Leopard-Trek,,,2011,3630,21,310436,94,time
3,Frank Schleck,Team Leopard-Trek,,,2011,3630,21,310492,150,time
4,Thomas Voeckler,Team Europcar,,,2011,3630,21,310542,200,time
5,Samuel Sanchez,Euskaltel - Euskadi,,,2011,3630,21,310637,295,time
6,Damiano Cunego,Lampre - ISD,,,2011,3630,21,310707,365,time
7,Ivan Basso,Liquigas - Cannondale,,,2011,3630,21,310785,443,time
8,Thomas Danielson,Team Garmin - Cervelo,,,2011,3630,21,310837,495,time
9,Jean-Christophe Péraud,AG2R La Mondiale,,,2011,3630,21,310953,611,time
10,Pierre Rolland,Team Europcar,,,2011,3630,21,310985,643,time
11,Rein Taaramäe,Cofidis Le Credit En Ligne,,,2011,3630,21,311031,689,time
12,Kevin De Weert,Quick Step Cycling Team,,,2011,3630,21,311331,989,time
13,Jérôme Coppel,Saur - Sojasun,,,2011,3630,21,311458,1116,time
14,Arnold Jeannesson,FDJ,,,2011,3630,21,311622,1280,time
15,Haimar Zubeldia,Team Radioshack,,,2011,3630,21,311925,1583,time
16,Christian Vande Velde,Team Garmin - Cervelo,,,2011,3630,21,311974,1632,time
17,Ryder Hesjedal,Team Garmin - Cervelo,,,2011,3630,21,311976,1634,time
18,Peter Velits,Htc - Highroad,,,2011,3630,21,312076,1734,time
19,Jelle Vanendert,Omega Pharma - Lotto,,,2011,3630,21,312303,1961,time
20,Rob Ruijgh,Vacansoleil - DCM,,,2011,3630,21,312326,1984,time
22,Hubert Dupont,AG2R La Mondiale,,,2011,3630,21,312556,2214,time
23,Vladimir Gusev,Katusha Team,,,2011,3630,21,312888,2546,time
24,Rigoberto Uran,Sky Procycling,,,2011,3630,21,312910,2568,time
25,Gorka Verdugo,Euskaltel - Euskadi,,,2011,3630,21,312928,2586,time
26,Nicolas Roche,AG2R La Mondiale,,,2011,3630,21,313125,2783,time
27,Sandy Casar,FDJ,,,2011,3630,21,313370,3028,time
28,Vladimir Karpets,Katusha Team,,,2011,3630,21,313487,3145,time
29,Maxime Monfort,Team Leopard-Trek,,,2011,3630,21,313538,3196,time
30,Yury Trofimov,Katusha Team,,,2011,3630,21,313748,3406,time
31,Geraint Thomas,Sky Procycling,,,2011,3630,21,313990,3648,time
32,Levi Leipheimer,Team Radioshack,,,2011,3630,21,314180,3838,time
33,Robert Gesink,Rabobank Cycling Team,,,2011,3630,21,314251,3909,time
34,Egoi Martinez,Euskaltel - Euskadi,,,2011,3630,21,314450,4108,time
36,David Arroyo Duran,Movistar Team,,,2011,3630,21,314822,4480,time
37,Chris Anker Sorensen,Saxo Bank Sungard,,,2011,3630,21,314824,4482,time
38,Philippe Gilbert,Omega Pharma - Lotto,,,2011,3630,21,314833,4491,time
39,Rémy Di Gregorio,Pro Team Astana,,,2011,3630,21,315266,4924,time
40,Julien El Fares,Cofidis Le Credit En Ligne,,,2011,3630,21,315403,5061,time
41,David Moncoutie,Cofidis Le Credit En Ligne,,,2011,3630,21,315467,5125,time
42,Sylvester Szmyd,Liquigas - Cannondale,,,2011,3630,21,315479,5137,time
43,Cyril Gautier,Team Europcar,,,2011,3630,21,315605,5263,time
44,Tony Martin,Htc - Highroad,,,2011,3630,21,315798,5456,time
45,Andrey Zeits,Pro Team Astana,,,2011,3630,21,315850,5508,time
46,Dries Devenyns,Quick Step Cycling Team,,,2011,3630,21,315988,5646,time
47,Yannick Talabardon,Saur - Sojasun,,,2011,3630,21,316033,5691,time
48,Xabier Zandio Echaide,Sky Procycling,,,2011,3630,21,316060,5718,time
49,Steve Morabito,BMC Racing Team,,,2011,3630,21,316219,5877,time
50,Jakob Fuglsang,Team Leopard-Trek,,,2011,3630,21,316340,5998,time
51,Christophe Riblon,AG2R La Mondiale,,,2011,3630,21,316569,6227,time
52,Anthony Charteau,Team Europcar,,,2011,3630,21,316571,6229,time
53,Edvald Boasson Hagen,Sky Procycling,,,2011,3630,21,316621,6279,time
54,Jérôme Pineau,Quick Step Cycling Team,,,2011,3630,21,316623,6281,time
55,Maxime Bouet,AG2R La Mondiale,,,2011,3630,21,316627,6285,time
56,George Hincapie,BMC Racing Team,,,2011,3630,21,316658,6316,time
57,Luis León Sanchez,Rabobank Cycling Team,,,2011,3630,21,316711,6369,time
58,Laurens Ten Dam,Rabobank Cycling Team,,,2011,3630,21,316764,6422,time
59,David Loosli,Lampre - ISD,,,2011,3630,21,317010,6668,time
60,Linus Gerdemann,Team Leopard-Trek,,,2011,3630,21,317021,6679,time
61,Sylvain Chavanel,Quick Step Cycling Team,,,2011,3630,21,317083,6741,time
62,Daniel Navarro Garcia,Saxo Bank Sungard,,,2011,3630,21,317144,6802,time
63,Thomas De Gendt,Vacansoleil - DCM,,,2011,3630,21,317193,6851,time
64,Christian Knees,Sky Procycling,,,2011,3630,21,317314,6972,time
65,Amael Moinard,BMC Racing Team,,,2011,3630,21,317465,7123,time
66,Gorka Izaguirre Insausti,Euskaltel - Euskadi,,,2011,3630,21,317529,7187,time
67,Jens Voigt,Team Leopard-Trek,,,2011,3630,21,317538,7196,time
68,Thor Hushovd,Team Garmin - Cervelo,,,2011,3630,21,317737,7395,time
69,Maciej Paterski,Liquigas - Cannondale,,,2011,3630,21,317778,7436,time
70,Bauke Mollema,Rabobank Cycling Team,,,2011,3630,21,317937,7595,time
71,Grischa Niermann,Rabobank Cycling Team,,,2011,3630,21,317988,7646,time
72,Richie Porte,Saxo Bank Sungard,,,2011,3630,21,318106,7764,time
73,Egor Silin,Katusha Team,,,2011,3630,21,318147,7805,time
74,Johnny Hoogerland,Vacansoleil - DCM,,,2011,3630,21,318253,7911,time
75,Ruben Perez Moreno,Euskaltel - Euskadi,,,2011,3630,21,318290,7948,time
76,David Millar,Team Garmin - Cervelo,,,2011,3630,21,318438,8096,time
77,Gianni Meersman,FDJ,,,2011,3630,21,318589,8247,time
78,Stuart O'grady,Team Leopard-Trek,,,2011,3630,21,318620,8278,time
79,Tony Gallopin,Cofidis Le Credit En Ligne,,,2011,3630,21,318641,8299,time
80,José Rojas,Movistar Team,,,2011,3630,21,318916,8574,time
81,Sergio Miguel Moreira Paulinho,Team Radioshack,,,2011,3630,21,319011,8669,time
82,Tejay Van Garderen,Htc - Highroad,,,2011,3630,21,319091,8749,time
83,Ivan Santaromita,BMC Racing Team,,,2011,3630,21,319174,8832,time
84,Markel Irizar Arranburu,Team Radioshack,,,2011,3630,21,319175,8833,time
85,Jurgen Roelandts,Omega Pharma - Lotto,,,2011,3630,21,319190,8848,time
86,Jérémy Roy,FDJ,,,2011,3630,21,319249,8907,time
87,Kristijan Koren,Liquigas - Cannondale,,,2011,3630,21,319306,8964,time
88,Imanol Erviti,Movistar Team,,,2011,3630,21,319329,8987,time
89,Marco Marcato,Vacansoleil - DCM,,,2011,3630,21,319351,9009,time
90,Rui Costa,Movistar Team,,,2011,3630,21,319436,9094,time
91,Adriano Malori,Lampre - ISD,,,2011,3630,21,319449,9107,time
92,Jesus Alberto Hernandez Blazquez,Saxo Bank Sungard,,,2011,3630,21,319462,9120,time
93,Matteo Bono,Lampre - ISD,,,2011,3630,21,319687,9345,time
94,Alan Perez Lezaun,Euskaltel - Euskadi,,,2011,3630,21,319716,9374,time
95,Nicki Sorensen,Saxo Bank Sungard,,,2011,3630,21,319728,9386,time
96,Simon Gerrans,Sky Procycling,,,2011,3630,21,319787,9445,time
97,Jonathan Hivert,Saur - Sojasun,,,2011,3630,21,319799,9457,time
98,Juan Antonio Flecha Giannoni,Sky Procycling,,,2011,3630,21,320006,9664,time
99,Maarten Tjallingii,Rabobank Cycling Team,,,2011,3630,21,320043,9701,time
100,Daniel Oss,Liquigas - Cannondale,,,2011,3630,21,320369,10027,time
101,Anthony Roux,FDJ,,,2011,3630,21,320411,10069,time
102,José Ivan Gutierrez Palacios,Movistar Team,,,2011,3630,21,320505,10163,time
103,Michael Schär,BMC Racing Team,,,2011,3630,21,320519,10177,time
104,Arthur Vichot,FDJ,,,2011,3630,21,320531,10189,time
105,Maxim Iglinskiy,Pro Team Astana,,,2011,3630,21,320772,10430,time
106,Dmitriy Fofonov,Pro Team Astana,,,2011,3630,21,320781,10439,time
107,Alessandro Petacchi,Lampre - ISD,,,2011,3630,21,320802,10460,time
108,Joost Posthuma,Team Leopard-Trek,,,2011,3630,21,320867,10525,time
109,Danilo Hondo,Lampre - ISD,,,2011,3630,21,321142,10800,time
110,Sébastien Minard,AG2R La Mondiale,,,2011,3630,21,321146,10804,time
111,Sébastien Hinault,AG2R La Mondiale,,,2011,3630,21,321186,10844,time
112,Roman Kreuziger,Pro Team Astana,,,2011,3630,21,321201,10859,time
113,Sebastian Lang,Omega Pharma - Lotto,,,2011,3630,21,321253,10911,time
114,Brent Bookwalter,BMC Racing Team,,,2011,3630,21,321369,11027,time
115,Manuel Quinziato,BMC Racing Team,,,2011,3630,21,321429,11087,time
116,Benjamin Noval Gonzalez,Saxo Bank Sungard,,,2011,3630,21,321531,11189,time
117,Blel Kadri,AG2R La Mondiale,,,2011,3630,21,321569,11227,time
118,Tristan Valentin,Cofidis Le Credit En Ligne,,,2011,3630,21,321572,11230,time
119,Fabian Cancellara,Team Leopard-Trek,,,2011,3630,21,321593,11251,time
120,Sébastien Turgot,Team Europcar,,,2011,3630,21,321656,11314,time
121,Leonardo Duque,Cofidis Le Credit En Ligne,,,2011,3630,21,321663,11321,time
122,Laurent Mangel,Saur - Sojasun,,,2011,3630,21,321761,11419,time
123,Matteo Tosatto,Saxo Bank Sungard,,,2011,3630,21,321778,11436,time
124,Fabrice Jeandesboz,Saur - Sojasun,,,2011,3630,21,321849,11507,time
125,Brian Vandborg,Saxo Bank Sungard,,,2011,3630,21,321965,11623,time
126,Paolo Longo Borghini,Liquigas - Cannondale,,,2011,3630,21,321966,11624,time
127,Grega Bole,Lampre - ISD,,,2011,3630,21,321997,11655,time
128,Lieuwe Westra,Vacansoleil - DCM,,,2011,3630,21,321997,11655,time
129,Dmitriy Muravyev,Team Radioshack,,,2011,3630,21,322011,11669,time
130,Mark Cavendish,Htc - Highroad,,,2011,3630,21,322047,11705,time
131,Mickaël Buffaz,Cofidis Le Credit En Ligne,,,2011,3630,21,322054,11712,time
132,Mickael Delage,FDJ,,,2011,3630,21,322081,11739,time
133,Alessandro Vanotti,Liquigas - Cannondale,,,2011,3630,21,322102,11760,time
134,Niki Terpstra,Quick Step Cycling Team,,,2011,3630,21,322140,11798,time
135,Anthony Delaplace,Saur - Sojasun,,,2011,3630,21,322160,11818,time
136,Borut Bozic,Vacansoleil - DCM,,,2011,3630,21,322173,11831,time
137,Ben Swift,Sky Procycling,,,2011,3630,21,322229,11887,time
138,Jeremie Galland,Saur - Sojasun,,,2011,3630,21,322328,11986,time
139,Francisco Ventoso,Movistar Team,,,2011,3630,21,322344,12002,time
140,Tomas Vaitkus,Pro Team Astana,,,2011,3630,21,322349,12007,time
141,Marcel Sieberg,Omega Pharma - Lotto,,,2011,3630,21,322441,12099,time
142,Matthew Harley Goss,Htc - Highroad,,,2011,3630,21,322494,12152,time
143,Maciej Bodnar,Liquigas - Cannondale,,,2011,3630,21,322552,12210,time
144,Andrey Grivko,Pro Team Astana,,,2011,3630,21,322724,12382,time
145,Julian Dean,Team Garmin - Cervelo,,,2011,3630,21,322822,12480,time
146,Addy Engels,Quick Step Cycling Team,,,2011,3630,21,322886,12544,time
147,Mikhail Ignatyev,Katusha Team,,,2011,3630,21,322889,12547,time
148,Arnaud Coyot,Saur - Sojasun,,,2011,3630,21,322902,12560,time
149,Pablo Urtasun Perez,Euskaltel - Euskadi,,,2011,3630,21,322959,12617,time
150,Gerald Ciolek,Quick Step Cycling Team,,,2011,3630,21,322964,12622,time
151,Perrig Quemeneur,Team Europcar,,,2011,3630,21,322977,12635,time
152,Romain Zingle,Cofidis Le Credit En Ligne,,,2011,3630,21,323032,12690,time
153,Denys Kostyuk,Lampre - ISD,,,2011,3630,21,323044,12702,time
154,Lars Bak Ytting,Htc - Highroad,,,2011,3630,21,323147,12805,time
155,Vincent Jerome,Team Europcar,,,2011,3630,21,323219,12877,time
156,André Greipel,Omega Pharma - Lotto,,,2011,3630,21,323246,12904,time
157,Ramunas Navardauskas,Team Garmin - Cervelo,,,2011,3630,21,323355,13013,time
158,Yohann Gene,Team Europcar,,,2011,3630,21,323435,13093,time
159,Tyler Farrar,Team Garmin - Cervelo,,,2011,3630,21,323454,13112,time
160,Jimmy Engoulvent,Saur - Sojasun,,,2011,3630,21,323456,13114,time
161,Bernhard Eisel,Htc - Highroad,,,2011,3630,21,323538,13196,time
162,Samuel Dumoulin,Cofidis Le Credit En Ligne,,,2011,3630,21,323739,13397,time
163,Mark Renshaw,Htc - Highroad,,,2011,3630,21,323782,13440,time
164,Marcus Burghardt,BMC Racing Team,,,2011,3630,21,323790,13448,time
165,Danny Pate,Htc - Highroad,,,2011,3630,21,323868,13526,time
166,Andrey Amador,Movistar Team,,,2011,3630,21,324417,14075,time
167,Fabio Sabatini,Liquigas - Cannondale,,,2011,3630,21,324605,14263,time
1,Bradley Wiggins,Sky Procycling,,,2012,3497,21,315287,0,time
2,Chris Froome,Sky Procycling,,,2012,3497,21,315488,201,time
3,Vincenzo Nibali,Liquigas - Cannondale,,,2012,3497,21,315666,379,time
4,Jurgen Van Den Broeck,Lotto-Belisol Team,,,2012,3497,21,315902,615,time
5,Tejay Van Garderen,BMC Racing Team,,,2012,3497,21,315951,664,time
6,Haimar Zubeldia,RadioShack - Nissan,,,2012,3497,21,316228,941,time
7,Cadel Evans,BMC Racing Team,,,2012,3497,21,316236,949,time
8,Pierre Rolland,Team Europcar,,,2012,3497,21,316273,986,time
9,Janez Brajkovic,Astana Pro Team,,,2012,3497,21,316280,993,time
10,Thibaut Pinot,FDJ - BigMat,,,2012,3497,21,316324,1037,time
11,Andreas Klöden,RadioShack - Nissan,,,2012,3497,21,316361,1074,time
12,Nicolas Roche,AG2R La Mondiale,,,2012,3497,21,316460,1173,time
13,Christopher Horner,RadioShack - Nissan,,,2012,3497,21,316482,1195,time
14,Chris Anker Sorensen,Team Saxo Bank - Tinkoff Bank,,,2012,3497,21,316814,1527,time
16,Maxime Monfort,RadioShack - Nissan,,,2012,3497,21,316997,1710,time
17,Egoi Martinez,Euskaltel - Euskadi,,,2012,3497,21,317193,1906,time
18,Rui Costa,Movistar Team,,,2012,3497,21,317510,2223,time
19,Eduard Vorganov,Katusha Team,,,2012,3497,21,317583,2296,time
20,Alejandro Valverde,Movistar Team,,,2012,3497,21,317833,2546,time
22,Jérôme Coppel,Saur - Sojasun,,,2012,3497,21,318030,2743,time
23,Sandy Casar,FDJ - BigMat,,,2012,3497,21,318099,2812,time
24,Michael Rogers,Sky Procycling,,,2012,3497,21,318579,3292,time
25,Michele Scarponi,Lampre - ISD,,,2012,3497,21,318804,3517,time
26,Ivan Basso,Liquigas - Cannondale,,,2012,3497,21,318871,3584,time
27,Thomas Voeckler,Team Europcar,,,2012,3497,21,319168,3881,time
28,Peter Velits,Omega Pharma-Quick Step,,,2012,3497,21,319197,3910,time
29,Laurens Ten Dam,Rabobank Cycling Team,,,2012,3497,21,319226,3939,time
30,Jelle Vanendert,Lotto-Belisol Team,,,2012,3497,21,319393,4106,time
31,Juan Jose Cobo Acebo,Movistar Team,,,2012,3497,21,319446,4159,time
32,Alexandre Vinokourov,Astana Pro Team,,,2012,3497,21,319808,4521,time
33,Levi Leipheimer,Omega Pharma-Quick Step,,,2012,3497,21,319876,4589,time
34,Steven Kruijswijk,Rabobank Cycling Team,,,2012,3497,21,319899,4612,time
35,Richie Porte,Sky Procycling,,,2012,3497,21,320136,4849,time
36,Daniel Martin,Garmin-Sharp,,,2012,3497,21,320410,5123,time
38,Rein Taaramäe,Cofidis Le Credit En Ligne,,,2012,3497,21,320559,5272,time
39,George Hincapie,BMC Racing Team,,,2012,3497,21,320725,5438,time
40,Gorka Izaguirre Insausti,Euskaltel - Euskadi,,,2012,3497,21,320826,5539,time
41,Fredrik Kessiakoff,Astana Pro Team,,,2012,3497,21,320960,5673,time
42,Rafael Valls,Vacansoleil - DCM,,,2012,3497,21,321164,5877,time
43,Peter Sagan,Liquigas - Cannondale,,,2012,3497,21,321204,5917,time
44,Andrey Grivko,Astana Pro Team,,,2012,3497,21,321208,5921,time
45,Jean-Christophe Péraud,AG2R La Mondiale,,,2012,3497,21,321331,6044,time
46,Amael Moinard,BMC Racing Team,,,2012,3497,21,321347,6060,time
47,Philippe Gilbert,BMC Racing Team,,,2012,3497,21,321382,6095,time
48,Dominik Nerz,Liquigas - Cannondale,,,2012,3497,21,321419,6132,time
49,Pierrick Fedrigo,FDJ - BigMat,,,2012,3497,21,321446,6159,time
50,Michael Schär,BMC Racing Team,,,2012,3497,21,321520,6233,time
51,Sergio Miguel Moreira Paulinho,Team Saxo Bank - Tinkoff Bank,,,2012,3497,21,321721,6434,time
52,Yury Trofimov,Katusha Team,,,2012,3497,21,321738,6451,time
53,Jens Voigt,RadioShack - Nissan,,,2012,3497,21,321928,6641,time
54,Vladimir Karpets,Movistar Team,,,2012,3497,21,321990,6703,time
55,Fabrice Jeandesboz,Saur - Sojasun,,,2012,3497,21,322035,6748,time
56,Maxime Bouet,AG2R La Mondiale,,,2012,3497,21,322037,6750,time
57,Edvald Boasson Hagen,Sky Procycling,,,2012,3497,21,322041,6754,time
58,Johnny Hoogerland,Vacansoleil - DCM,,,2012,3497,21,322217,6930,time
59,Marcus Burghardt,BMC Racing Team,,,2012,3497,21,322346,7059,time
60,Davide Malacarne,Team Europcar,,,2012,3497,21,322352,7065,time
61,Christian Vande Velde,Garmin-Sharp,,,2012,3497,21,322405,7118,time
62,Cyril Gautier,Team Europcar,,,2012,3497,21,322422,7135,time
63,Mikael Cherel,AG2R La Mondiale,,,2012,3497,21,322480,7193,time
64,Dmitriy Fofonov,Astana Pro Team,,,2012,3497,21,322722,7435,time
65,Luis León Sanchez,Rabobank Cycling Team,,,2012,3497,21,322830,7543,time
66,Sébastien Minard,AG2R La Mondiale,,,2012,3497,21,322879,7592,time
67,Jérémy Roy,FDJ - BigMat,,,2012,3497,21,323104,7817,time
68,Marco Marcato,Vacansoleil - DCM,,,2012,3497,21,323183,7896,time
69,Dries Devenyns,Omega Pharma-Quick Step,,,2012,3497,21,323229,7942,time
